rfp_id,sku_id,category,final_score,baseline_score,structured_score,semantic_score,standards_score,shap_structured,shap_semantic,shap_standards,dominant_feature
RFP_0018,SKU_248,matching,0.751534354686737,0.6691409972959177,0.7,0.6717811822891235,1.0,0.004857725607725627,0.017535631783093742,0.06000000000000001,Standards score
RFP_0019,SKU_107,partially matching,0.5483014751564372,0.6691409972959177,0.2727272727272727,0.7064594626426697,1.0,-0.208778638028638,0.027939115889157585,0.06000000000000001,Structured score
RFP_0020,SKU_205,matching,0.7999017384919254,0.6691409972959177,0.8181818181818182,0.6360360980033875,1.0,0.06394863469863477,0.006812106497372916,0.06000000000000001,Structured score
RFP_0021,SKU_220,matching,0.8355334726246921,0.6691409972959177,0.8181818181818182,0.7548085451126099,1.0,0.06394863469863477,0.04244384063013964,0.06000000000000001,Structured score
RFP_0022,SKU_152,partially matching,0.6467366125848558,0.6691409972959177,0.8888888888888888,0.6743072271347046,0.0,0.09930217005217007,0.01829344523676806,-0.13999999999999999,Standards score
RFP_0023,SKU_152,partially matching,0.6073084672292073,0.6691409972959177,0.4166666666666667,0.6632504463195801,1.0,-0.136808941058941,0.014976410992230703,0.06000000000000001,Structured score
RFP_0024,SKU_105,partially matching,0.5571504950523376,0.6691409972959177,0.75,0.6071683168411255,0.0,0.02985772560772565,-0.0018482278513056727,-0.13999999999999999,Standards score
RFP_0025,SKU_188,partially matching,0.6587023754914602,0.6691409972959177,0.9166666666666666,0.6678968071937561,0.0,0.11319105894105896,0.016370319254483512,-0.13999999999999999,Standards score
RFP_0026,SKU_265,matching,0.817564110322432,0.6691409972959177,0.9090909090909091,0.5433955192565918,1.0,0.10940318015318018,-0.02098006712666578,0.06000000000000001,Structured score
RFP_0027,SKU_176,partially matching,0.5836867581714283,0.6691409972959177,0.7272727272727273,0.7335013151168823,0.0,0.018494089244089296,0.036051671631421374,-0.13999999999999999,Standards score
RFP_0028,SKU_210,partially matching,0.6245224714279174,0.6691409972959177,0.5,0.5817415714263916,1.0,-0.09514227439227435,-0.009476251475725839,0.06000000000000001,Structured score
RFP_0029,SKU_286,matching,0.7557767998088489,0.6691409972959177,0.7272727272727273,0.6404681205749512,1.0,0.018494089244089296,0.008141713268842032,0.06000000000000001,Standards score
RFP_0030,SKU_166,matching,0.732357735525478,0.6691409972959177,0.7272727272727273,0.5624045729637146,1.0,0.018494089244089296,-0.015277351014528939,0.06000000000000001,Standards score
RFP_0031,SKU_152,matching,0.8157403436574069,0.6691409972959177,0.8181818181818182,0.6888314485549927,1.0,0.06394863469863477,0.022650711662854484,0.06000000000000001,Structured score
RFP_0032,SKU_146,partially matching,0.5472336292266845,0.6691409972959177,0.7,0.6574454307556152,0.0,0.004857725607725627,0.013234906323041251,-0.13999999999999999,Standards score
RFP_0033,SKU_299,partially matching,0.688431300719579,0.6691409972959177,0.6666666666666666,0.5169932246208191,1.0,-0.011808941058941036,-0.02890075551739759,0.06000000000000001,Standards score
RFP_0034,SKU_219,partially matching,0.5889651646980872,0.6691409972959177,0.7692307692307693,0.6811659336090088,0.0,0.039473110223110286,0.020351057179059318,-0.13999999999999999,Standards score
RFP_0035,SKU_176,matching,0.7681082895168891,0.6691409972959177,0.7692307692307693,0.6116430163383484,1.0,0.039473110223110286,-0.0005058180021388026,0.06000000000000001,Standards score
RFP_0036,SKU_272,partially matching,0.557681597362865,0.6691409972959177,0.7272727272727273,0.6468174457550049,0.0,0.018494089244089296,0.010046510822858146,-0.13999999999999999,Standards score
RFP_0037,SKU_230,matching,0.7289742310841878,0.6691409972959177,0.6666666666666666,0.6521363258361816,1.0,-0.011808941058941036,0.011642174847211173,0.06000000000000001,Standards score
RFP_0038,SKU_152,matching,0.8201794366041819,0.6691409972959177,0.8333333333333334,0.6783758997917175,1.0,0.07152439227439233,0.01951404703387194,0.06000000000000001,Structured score
RFP_0039,SKU_176,partially matching,0.6861778855323792,0.6691409972959177,0.6,0.6205929517745972,1.0,-0.04514227439227436,0.0021791626287358313,0.06000000000000001,Standards score
RFP_0040,SKU_185,partially matching,0.649167788028717,0.6691409972959177,0.5,0.6638926267623901,1.0,-0.09514227439227435,0.015169065125073721,0.06000000000000001,Structured score
RFP_0041,SKU_250,partially matching,0.7006889251562265,0.6691409972959177,0.6923076923076923,0.5151169300079346,1.0,0.0010115717615717945,-0.029463643901262947,0.06000000000000001,Standards score
RFP_0042,SKU_193,partially matching,0.6261569597504355,0.6691409972959177,0.5454545454545454,0.5114322900772095,1.0,-0.07241500166500164,-0.030569035880480475,0.06000000000000001,Structured score
RFP_0043,SKU_230,partially matching,0.6849410878287421,0.6691409972959177,0.5555555555555556,0.6905443668365479,1.0,-0.06736449661449656,0.023164587147321034,0.06000000000000001,Structured score
RFP_0044,SKU_272,matching,0.8448145671324296,0.6691409972959177,0.9090909090909091,0.634230375289917,1.0,0.10940318015318018,0.006270389683331779,0.06000000000000001,Structured score
RFP_0045,SKU_254,partially matching,0.6601620376110078,0.6691409972959177,0.5,0.7005401253700256,1.0,-0.09514227439227435,0.026163314707364372,0.06000000000000001,Structured score
