rfp_id,model,score_clean,score_start,score_middle,score_end,delta_start,delta_middle,delta_end,rank_stable_start,rank_stable_middle,rank_stable_end
RFP_0018,SBERT MPNet (sem-only),0.72356116771698,0.6680502891540527,0.6107621192932129,0.6031557321548462,-0.055510878562927246,-0.11279904842376709,-0.12040543556213379,False,False,False
RFP_0018,SBERT MiniLM-L6,0.6765141487121582,0.708795964717865,0.6242398023605347,0.5315735340118408,0.03228181600570679,-0.052274346351623535,-0.14494061470031738,True,False,False
RFP_0018,TF-IDF + Cosine,0.18874309957027435,0.11523076146841049,0.09070629626512527,0.11471734941005707,-0.07351233810186386,-0.09803680330514908,-0.07402575016021729,True,True,True
RFP_0018,BM25 (Okapi),1.0,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
RFP_0018,Exact Structured,0.699999988079071,0.699999988079071,0.699999988079071,0.699999988079071,0.0,0.0,0.0,True,True,True
RFP_0018,Hybrid (Ours),0.7515344023704529,0.7196463942527771,0.6953545212745667,0.697634220123291,-0.03188800811767578,-0.05617988109588623,-0.053900182247161865,True,True,True
RFP_0019,SBERT MPNet (sem-only),0.7397136688232422,0.695822536945343,0.6159831285476685,0.6100492477416992,-0.04389113187789917,-0.12373054027557373,-0.12966442108154297,False,False,False
RFP_0019,SBERT MiniLM-L6,0.6799224615097046,0.6816654205322266,0.6005834937095642,0.5451661944389343,0.0017429590225219727,-0.07933896780014038,-0.13475626707077026,False,False,False
RFP_0019,TF-IDF + Cosine,0.28877386450767517,0.19748900830745697,0.15894313156604767,0.19710686802864075,-0.0912848562002182,-0.1298307329416275,-0.09166699647903442,True,True,True
RFP_0019,BM25 (Okapi),1.0,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
RFP_0019,Exact Structured,0.6363636255264282,0.6363636255264282,0.6363636255264282,0.6363636255264282,0.0,0.0,0.0,True,True,True
RFP_0019,Hybrid (Ours),0.5483013391494751,0.5392703413963318,0.5165978670120239,0.5163085460662842,-0.00903099775314331,-0.03170347213745117,-0.03199279308319092,True,True,True
RFP_0020,SBERT MPNet (sem-only),0.6658282279968262,0.6471796631813049,0.6091739535331726,0.6097390651702881,-0.01864856481552124,-0.056654274463653564,-0.056089162826538086,False,False,False
RFP_0020,SBERT MiniLM-L6,0.6143473982810974,0.629602313041687,0.536672830581665,0.5049147009849548,0.0152549147605896,-0.07767456769943237,-0.10943269729614258,True,False,False
RFP_0020,TF-IDF + Cosine,0.13928024470806122,0.0734306275844574,0.053972382098436356,0.07113984227180481,-0.06584961712360382,-0.08530786260962486,-0.06814040243625641,True,True,True
RFP_0020,BM25 (Okapi),1.0,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True
